"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000273","BP","GO:2000273","positive regulation of signaling receptor activity","12/1703","49/20772",0.000467912945058435,0.0233916135206368,0.0225421944220983,"EREG/AREG/RELN/ADRA2A/CCR2/GREM1/IL10/ADRB2/JAK2/EPHB2/CACNG4/ARC",12
"GO:0042542","BP","GO:0042542","response to hydrogen peroxide","23/1703","133/20772",0.00048789533456458,0.024182094402906,0.0233039705911233,"AREG/CYP1B1/TRPA1/COL1A1/HGF/IL10/SDC1/ANXA1/STK26/NQO1/FOXP1/MAP3K5/AXL/SIRPA/CAT/IMPACT/NFE2L2/KCNA5/TRAP1/ECT2/ENDOG/EZH2/HBA1",23
"GO:0051310","BP","GO:0051310","metaphase chromosome alignment","16/1703","78/20772",0.000506566239035046,0.0247397689916867,0.0238413943559896,"CHMP4C/GEM/CHAMP1/NUF2/NDC80/CENPF/KIF22/SPAG5/CCNB1/CDCA5/CDCA8/CDT1/KIF2C/BIRC5/KIFC1/AURKB",16
"GO:1902969","BP","GO:1902969","mitotic DNA replication","6/1703","14/20772",0.000507679342992018,0.0247397689916867,0.0238413943559896,"MCM3/MCM4/LIG1/RAD51/MCM2/CDC45",6
"GO:0003356","BP","GO:0003356","regulation of cilium beat frequency","7/1703","19/20772",0.000512688176409229,0.024775656124976,0.0238759783206719,"DNAAF1/GAS2L2/ODAD2/CFAP43/CFAP206/CCDC40/CCSAP",7
"GO:1901991","BP","GO:1901991","negative regulation of mitotic cell cycle phase transition","32/1703","212/20772",0.000566392015518155,0.0269402503554192,0.0259619696929453,"CHMP4C/GPR132/ACVR1/MIIP/KNTC1/MAD2L1BP/FBXO5/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/TICRR/CENPF/DTL/MYO16/SPC25/TTK/CCNB1/ORC1/MAD2L2/CDCA8/EZH2/GTSE1/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",32
"GO:0002440","BP","GO:0002440","production of molecular mediator of immune response","62/1703","496/20772",0.000566771950915872,0.0269402503554192,0.0259619696929453,"IGLV3-9/IGLV1-47/IGLV1-40/IGKV1-27/IGLV2-23/IGLV1-44/IGLV3-21/IGKV1-17/IGKV1-5/IGKV3-20/IGLV9-49/IGLV6-57/IGKV3-15/IGLV3-25/IGKV1-9/IGLV4-69/IGLV3-19/MZB1/IGKV3D-20/IGLV7-46/IGLV3-10/IGKV1-16/IGLV2-14/IGLV2-11/IGKV4-1/IGLV1-36/IGLV5-45/CCR2/IGKV1-12/IGLV3-27/IGKV1-6/IGKV2D-29/IGKV1D-39/IL18R1/IGKV6-21/IL1R1/IGKV3D-11/IGLV8-61/IGKV3D-15/IGLV2-18/GATA3/TRIL/IL10/ANGPT1/TRIM6/TNFSF4/LACC1/IGKV2-30/LILRB1/IRAK3/TLR4/APLF/AXL/CD36/CUEDC2/TCF3/NSD2/EPHB2/EXO1/POLQ/MAD2L2/INAVA",62
"GO:0050686","BP","GO:0050686","negative regulation of mRNA processing","8/1703","25/20772",0.000610724239821242,0.0287934135505966,0.0277478390176378,"SRSF9/RBM10/HNRNPL/SRSF4/RNPS1/U2AF2/RBMX/PCBP4",8
"GO:0050820","BP","GO:0050820","positive regulation of coagulation","9/1703","31/20772",0.000627427135366477,0.0293423383708887,0.0282768307441479,"THBS1/APOH/SERPINE1/PLAU/DMTN/ANO6/NFE2L2/CD36/F12",9
"GO:0097267","BP","GO:0097267","omega-hydroxylase P450 pathway","5/1703","10/20772",0.000653370287593281,0.0303111543820275,0.0292104661628019,"CYP4F2/CYP1B1/CYP2C8/CYP4F11/CYP2U1",5
"GO:0048515","BP","GO:0048515","spermatid differentiation","33/1703","223/20772",0.000669079012854369,0.030793565043988,0.0296753590580104,"ROPN1L/RSPH1/CFAP73/DRC7/CFAP47/CFAP65/SPAG17/CFAP43/SPAG6/CFAP206/CFAP54/MEIG1/SPEF2/NME5/CFAP221/PACRG/CFAP58/TTC12/HSPA2/ARMC2/CFAP69/SEPTIN14/SPAG16/NPHP1/IFT56/JAM2/TBC1D20/EHMT2/BRIP1/TRIP13/FANCG/HMGB2/KNL1",33
"GO:0051321","BP","GO:0051321","meiotic cell cycle","43/1703","316/20772",0.000704466674066511,0.0319770907306682,0.0308159074049278,"EREG/RSPH1/SPATA17/EXD1/HSPA2/SYCP2/BAG6/TOP3A/TUBG1/PPP2R1A/PSMC3IP/NCAPH2/EHMT2/FBXO5/H2AX/BRIP1/TRIP13/FBXO43/BUB1/XRCC2/NUF2/BRME1/NDC80/BUB1B/EXO1/RAD51/FANCD2/EME1/ESPL1/TTK/CDC25A/FANCA/NCAPH/PTTG1/RAD54L/SGO1/NEK2/CCNB2/MND1/CDC20/PLK1/PTTG3P/CDC25C",43
"GO:0006310","BP","GO:0006310","DNA recombination","47/1703","354/20772",0.000705823006298592,0.0319770907306682,0.0308159074049278,"IL10/TNFSF4/APLF/TEP1/DCLRE1C/TOP3A/UBQLN4/LIG3/MCM3/ALYREF/MCM4/KDM1A/HMGB3/KPNA2/PSMC3IP/FEN1/TCF3/TIMELESS/CDC7/NSD2/HROB/H2AX/BRIP1/ENDOG/TRIP13/MCM5/XRCC2/BRME1/GINS2/TONSL/HMGB2/EXO1/H1-10/RAD51/FANCD2/RECQL4/EME1/POLQ/MAD2L2/MCM7/RAD54L/AUNIP/MCM2/PIF1/CDC45/MND1/H1-5",47
"GO:0070301","BP","GO:0070301","cellular response to hydrogen peroxide","18/1703","96/20772",0.00072836888541643,0.0323181093052601,0.0311445425802318,"CYP1B1/TRPA1/HGF/IL10/ANXA1/STK26/NQO1/FOXP1/MAP3K5/AXL/SIRPA/CAT/IMPACT/NFE2L2/TRAP1/ECT2/ENDOG/EZH2",18
"GO:0034501","BP","GO:0034501","protein localization to kinetochore","7/1703","20/20772",0.000733242559805858,0.0323181093052601,0.0311445425802318,"KNTC1/CHAMP1/NDC80/KNL1/TTK/CDT1/AURKB",7
"GO:1903083","BP","GO:1903083","protein localization to condensed chromosome","7/1703","20/20772",0.000733242559805858,0.0323181093052601,0.0311445425802318,"KNTC1/CHAMP1/NDC80/KNL1/TTK/CDT1/AURKB",7
"GO:0010324","BP","GO:0010324","membrane invagination","15/1703","73/20772",0.000735642425986263,0.0323181093052601,0.0311445425802318,"THBS1/MARCO/XKR9/GSN/AIF1/ANO6/ARHGAP12/SNX9/APPL2/VAMP7/CD36/RAC3/ADGRB1/AURKB/XKR7",15
"GO:0007286","BP","GO:0007286","spermatid development","32/1703","216/20772",0.000784882992275514,0.0342220787383887,0.0329793732171801,"ROPN1L/RSPH1/CFAP73/DRC7/CFAP47/CFAP65/SPAG17/CFAP43/SPAG6/CFAP206/CFAP54/MEIG1/SPEF2/NME5/CFAP221/PACRG/CFAP58/TTC12/HSPA2/ARMC2/CFAP69/SEPTIN14/SPAG16/IFT56/JAM2/TBC1D20/EHMT2/BRIP1/TRIP13/FANCG/HMGB2/KNL1",32
"GO:0071459","BP","GO:0071459","protein localization to chromosome, centromeric region","11/1703","45/20772",0.000812463731291716,0.0349267835059936,0.0336584880575272,"KNTC1/CHAMP1/NDC80/BUB1B/CENPA/KNL1/TTK/CDT1/HASPIN/AURKB/H2AC4",11
"GO:0007062","BP","GO:0007062","sister chromatid cohesion","13/1703","59/20772",0.000819114081189021,0.0349267835059936,0.0336584880575272,"MACROH2A1/PPP2R1A/TNKS/FEN1/BUB1/BUB1B/KIF22/ESPL1/CDCA5/SGO1/HASPIN/CDC20/PLK1",13
"GO:0060632","BP","GO:0060632","regulation of microtubule-based movement","13/1703","59/20772",0.000819114081189021,0.0349267835059936,0.0336584880575272,"RSPH4A/DNAAF1/GAS2L2/DRC1/ODAD2/CFAP43/CFAP206/CCDC65/CFAP69/CCDC40/CCSAP/MAP2/TAC4",13
"GO:0043392","BP","GO:0043392","negative regulation of DNA binding","12/1703","52/20772",0.000832054913266174,0.0352196090659164,0.0339406802499433,"WFIKKN2/GZMA/JAK2/CTNNBIP1/TFAP4/KDM1A/TNKS/E2F1/MAD2L2/NEK2/MDFI/SOX11",12
"GO:0071897","BP","GO:0071897","DNA biosynthetic process","31/1703","208/20772",0.000849509973991598,0.0356978865157774,0.0344015900222837,"CYP1B1/HGF/GREM1/LOX/NEK7/TEP1/TK2/LIG3/CCT5/HNRNPD/EXOSC10/KAT7/TNKS/RFC4/RFC3/LIG1/HROB/POLH/TK1/GINS2/CHTF18/POLD1/CENPF/DTL/POLQ/MAD2L2/TYMS/NEK2/PIF1/AURKB/TERT",31
"GO:0042060","BP","GO:0042060","wound healing","61/1703","495/20772",0.000895037997315575,0.0373404701182232,0.035984526525925,"EREG/F2RL2/ADRA2A/FAP/F13A1/CYP4F2/IL24/TFPI2/THBS1/APOH/COL1A1/SERPINE1/COL5A1/SAA1/PLAU/LRG1/ENTPD2/CYP4F11/SDC1/SLC7A11/FGF1/B4GALT1/SDC4/CAV1/RAB27A/CHMP4C/LOX/ANXA1/CD109/ARHGAP24/AHNAK/DCBLD2/TIMP1/DMTN/PROCR/CSRP1/ALOX5/CD59/TGFBR2/F8/JAK2/MAP3K5/TLR4/ANO6/TGFBR1/AXL/AK3/ELK3/HPS5/C1GALT1C1/PPP3CA/GGCX/NFE2L2/ARL8B/CD36/EPHB2/PROC/PDGFRA/F12/VEGFA/ERBB3",61
"GO:0090231","BP","GO:0090231","regulation of spindle checkpoint","7/1703","21/20772",0.00102256987627836,0.041759737412241,0.0402433170731047,"MAD2L1BP/NDC80/CCNB1/CDCA8/CDT1/BIRC5/AURKB",7
"GO:0090266","BP","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","7/1703","21/20772",0.00102256987627836,0.041759737412241,0.0402433170731047,"MAD2L1BP/NDC80/CCNB1/CDCA8/CDT1/BIRC5/AURKB",7
"GO:1903504","BP","GO:1903504","regulation of mitotic spindle checkpoint","7/1703","21/20772",0.00102256987627836,0.041759737412241,0.0402433170731047,"MAD2L1BP/NDC80/CCNB1/CDCA8/CDT1/BIRC5/AURKB",7
"GO:0050818","BP","GO:0050818","regulation of coagulation","15/1703","76/20772",0.00113903772022705,0.0461907674097668,0.0445134431850232,"FAP/THBS1/APOH/SERPINE1/PLAU/CAV1/DMTN/PROCR/ANO6/NFE2L2/CD36/EPHB2/PROC/PDGFRA/F12",15
"GO:0000212","BP","GO:0000212","meiotic spindle organization","6/1703","16/20772",0.00117321466012332,0.0471837307629681,0.0454703490838888,"TUBG1/PPP2R1A/FBXO5/NDC80/ESPL1/CCNB2",6
"GO:0000281","BP","GO:0000281","mitotic cytokinesis","16/1703","84/20772",0.00117979668229529,0.0471837307629681,0.0454703490838888,"CHMP4C/SNX9/EXOC6B/RACGAP1/RTKN/ECT2/KIF4A/CKAP2/CENPA/KIF20A/STMN1/ESPL1/CDCA8/PLK1/BIRC5/AURKB",16
"GO:0098657","BP","GO:0098657","import into cell","40/1703","296/20772",0.00121089402414983,0.0480957153838688,0.04634921682921,"KCNJ13/THBS1/STEAP2/SLC39A12/SPX/STRA6/SLC9C2/SLC24A4/RGS4/PRNP/ATP12A/GRM1/LRRC8E/SLC24A2/KCNK5/SLC27A2/SLC7A11/CYBRD1/SLC7A2/PLPPR4/CACNA1C/ABCC9/NTSR1/SLC5A3/SLC22A4/SLC9A7/SLC9A9/SLC2A10/SLC30A1/SLC9A6/LRRC8C/PPP3CA/SLC11A2/CD36/TFR2/SCN5A/KCNK9/SCNN1B/SLC18A1/SLC18A3",40
"GO:0140013","BP","GO:0140013","meiotic nuclear division","32/1703","222/20772",0.00125073597082927,0.04934025778802,0.0475485661950061,"EREG/HSPA2/SYCP2/BAG6/PPP2R1A/PSMC3IP/NCAPH2/EHMT2/FBXO5/BRIP1/TRIP13/FBXO43/BUB1/NUF2/BRME1/NDC80/BUB1B/RAD51/FANCD2/EME1/ESPL1/TTK/FANCA/NCAPH/PTTG1/RAD54L/SGO1/CCNB2/MND1/CDC20/PLK1/PTTG3P",32
"GO:0005930","CC","GO:0005930","axoneme","65/1815","161/21842",6.86579465203945e-29,2.23138326191282e-26,2.09587415693836e-26,"TEKT1/CFAP161/DNAI3/CFAP52/RSPH4A/CFAP141/DNAAF1/CFAP107/TEKT4/CFAP276/SPEF1/CFAP126/DNAI1/DNAH6/CFAP73/AKAP14/CFAP100/DRC1/MAK/DNAI7/DNAH3/EFHC2/SPAG17/ODAD2/CFAP43/SPAG6/LCA5L/CFAP206/DNAH12/DNAH5/DCDC2/SPATA4/CFAP54/CFAP61/SAXO1/HYDIN/DNAH7/CCDC65/DNAI4/CFAP221/PACRG/CFAP74/LRRC43/SPAG8/CFAP210/CCDC96/CFAP53/PIERCE2/CFAP46/CFAP91/CCDC40/IFT70A/CFAP251/ENKUR/IFT70B/CCDC113/ODAD3/SPAG16/DYNC2H1/LCA5/DNAL1/ARFGEF2/PRKAR1A/CCSAP/CENPF",65
"GO:0097014","CC","GO:0097014","ciliary plasm","65/1815","161/21842",6.86579465203945e-29,2.23138326191282e-26,2.09587415693836e-26,"TEKT1/CFAP161/DNAI3/CFAP52/RSPH4A/CFAP141/DNAAF1/CFAP107/TEKT4/CFAP276/SPEF1/CFAP126/DNAI1/DNAH6/CFAP73/AKAP14/CFAP100/DRC1/MAK/DNAI7/DNAH3/EFHC2/SPAG17/ODAD2/CFAP43/SPAG6/LCA5L/CFAP206/DNAH12/DNAH5/DCDC2/SPATA4/CFAP54/CFAP61/SAXO1/HYDIN/DNAH7/CCDC65/DNAI4/CFAP221/PACRG/CFAP74/LRRC43/SPAG8/CFAP210/CCDC96/CFAP53/PIERCE2/CFAP46/CFAP91/CCDC40/IFT70A/CFAP251/ENKUR/IFT70B/CCDC113/ODAD3/SPAG16/DYNC2H1/LCA5/DNAL1/ARFGEF2/PRKAR1A/CCSAP/CENPF",65
"GO:0019814","CC","GO:0019814","immunoglobulin complex","48/1815","102/21842",2.98393868492903e-25,6.46520048401289e-23,6.07257697283802e-23,"IGLV3-9/IGLV1-47/IGHG3/IGHA1/IGLV1-40/IGKV1-27/IGHA2/IGKC/JCHAIN/IGLV2-23/IGHG4/IGLV1-44/IGLV3-21/IGKV1-17/IGKV1-5/IGHG1/IGKV3-20/IGLV9-49/IGLV6-57/IGKV3-15/IGLV3-25/IGKV1-9/IGLV4-69/IGLV3-19/IGLC3/IGKV3D-20/IGLV7-46/IGLV3-10/IGKV1-16/IGLV2-14/IGLV2-11/IGKV4-1/IGLV1-36/IGLV5-45/IGKV1-12/IGLV3-27/IGKV1-6/IGKV2D-29/IGHM/IGKV1D-39/IGLC7/IGKV6-21/IGKV3D-11/IGLV8-61/IGKV3D-15/IGLV2-18/CD79A/IGKV2-30",48
"GO:0032838","CC","GO:0032838","plasma membrane bounded cell projection cytoplasm","74/1815","253/21842",1.54064341444312e-22,2.50354554847008e-20,2.35150836941319e-20,"TEKT1/CFAP161/DNAI3/CFAP52/RSPH4A/CFAP141/DNAAF1/CFAP107/TEKT4/CFAP276/SPEF1/CFAP126/DNAI1/DNAH6/CFAP73/AKAP14/CFAP100/DRC1/MAK/DNAI7/DNAH3/EFHC2/SPAG17/ODAD2/CFAP43/SPAG6/LCA5L/CFAP206/DNAH12/DNAH5/DCDC2/SPATA4/CFAP54/CFAP61/SAXO1/HYDIN/DNAH7/CCDC65/DNAI4/CFAP221/PACRG/CFAP74/LRRC43/SPAG8/CFAP210/AGBL4/CCDC96/CFAP53/PIERCE2/CFAP46/CFAP91/CCDC40/IFT70A/CFAP251/ENKUR/IFT70B/CCDC113/ODAD3/SPAG16/DYNC2H1/LCA5/DNAL1/UHMK1/ARFGEF2/RAB21/PRKAR1A/PURA/ARL8B/CCSAP/KIF4A/MAP2/CENPF/TMEM108/ARC",74
"GO:0099568","CC","GO:0099568","cytoplasmic region","75/1815","292/21842",3.63500347157984e-19,4.72550451305379e-17,4.43853055477117e-17,"TEKT1/CFAP161/DNAI3/CFAP52/RSPH4A/CFAP141/DNAAF1/CFAP107/TEKT4/CFAP276/SPEF1/CFAP126/DNAI1/DNAH6/CFAP73/AKAP14/CFAP100/DRC1/MAK/DNAI7/DNAH3/EFHC2/SPAG17/ODAD2/CFAP43/SPAG6/LCA5L/CFAP206/DNAH12/DNAH5/DCDC2/SPATA4/CFAP54/CFAP61/SAXO1/HYDIN/DNAH7/CCDC65/DNAI4/CFAP221/PACRG/CFAP74/LRRC43/SPAG8/CFAP210/AGBL4/CCDC96/CFAP53/PIERCE2/CFAP46/CFAP91/CCDC40/IFT70A/CFAP251/ENKUR/IFT70B/CCDC113/ODAD3/SPAG16/DYNC2H1/LCA5/DNAL1/UHMK1/ARFGEF2/RAB21/PRKAR1A/PURA/ARL8B/GPSM2/CCSAP/KIF4A/MAP2/CENPF/TMEM108/ARC",75
"GO:0005879","CC","GO:0005879","axonemal microtubule","20/1815","37/21842",8.90993326263164e-13,8.47453505179687e-11,7.95988717415738e-11,"TEKT1/CFAP161/CFAP52/CFAP141/CFAP107/TEKT4/CFAP276/CFAP126/EFHC2/CFAP206/SAXO1/PACRG/SPAG8/CFAP210/CFAP53/PIERCE2/IFT70A/ENKUR/IFT70B/ARFGEF2",20
"GO:0005881","CC","GO:0005881","cytoplasmic microtubule","34/1815","103/21842",9.12642236347355e-13,8.47453505179687e-11,7.95988717415738e-11,"TEKT1/CFAP161/CFAP52/CFAP141/CFAP107/TEKT4/CFAP276/CFAP126/EFHC2/CFAP206/SAXO1/SAA1/CLMP/PACRG/SPAG8/CFAP210/CFAP53/PIERCE2/IFT70A/GRAMD2B/ENKUR/IFT70B/SNPH/DYNLT3/FAM161B/CYLD/ARFGEF2/TUBG1/TUBA1B/CCSAP/FHDC1/GTSE1/KIF2C/KIF18B",34
"GO:0005874","CC","GO:0005874","microtubule","87/1815","496/21842",1.76421144981112e-11,1.43342180297153e-09,1.34637189590849e-09,"TEKT1/CFAP161/CFAP52/CFAP141/CFAP107/TEKT4/CFAP276/SPEF1/GAS2L2/DYNLRB2/CFAP126/DNAI1/DNAH6/DNAH3/EFHC2/SPAG17/SPAG6/CFAP206/DNAH12/ROR2/DNAH5/DCDC2/FAM110C/SAXO1/SAA1/DNAH7/CLMP/TPPP3/PACRG/TUBAL3/MAP1LC3C/SPAG8/CFAP210/CHMP4C/CFAP53/PIERCE2/MTUS1/KIF16B/IFT70A/MAP7/GRAMD2B/ENKUR/IFT70B/SNPH/PBXIP1/KIF13B/NEK7/DYNLT3/DYNC2H1/CLIP4/FAM161B/DNAL1/CYLD/ARFGEF2/CLTC/CCT5/TUBG1/RACGAP1/KNTC1/TUBA1B/ATAT1/CCSAP/KIF4A/TUBB/FSD1/PRC1/HAUS8/CKAP2/MAP2/KIF20A/STMN1/KIF11/KIF22/KIF15/FHDC1/SKA3/SPAG5/CENPJ/NEK2/SKA1/GTSE1/KIF2C/PLK1/KIFC1/DCX/AURKB/KIF18B",87
"GO:0031514","CC","GO:0031514","motile cilium","54/1815","265/21842",5.33936785084775e-10,3.85621011450115e-08,3.62202731402537e-08,"TEKT1/ROPN1L/AK7/CFAP161/ADGB/CFAP52/RSPH4A/TTC29/TEKT4/SPEF1/RSPH1/DNAI1/CFAP73/DRC7/CFAP47/CFAP65/CFAP100/DRC1/MAK/DNAH3/CFAP99/SPAG17/CFAP43/SPAG6/IQUB/CFAP206/DNAH5/CABCOCO1/CFAP61/SAXO1/CCDC65/SPEF2/DNAI4/NME5/DNAAF11/CFAP300/CFAP221/PACRG/CFAP58/ANXA1/IQCD/CETN2/CFAP91/CFAP69/CFAP251/SPA17/ENKUR/FBXL13/RPGR/SPAG16/NPHP1/TSGA10/DYNC2H1/PRKAR1A",54
"GO:0005819","CC","GO:0005819","spindle","76/1815","458/21842",4.41194066279158e-09,2.86776143081453e-07,2.69360587833591e-07,"DNAAF1/RSPH1/MAK/DCDC2/FAM110C/SPATA17/CCDC69/SPAG8/CHMP4C/TTC23L/HSPA2/MTUS1/KIF16B/GEM/ANXA11/NEK7/DYNLT3/EVI5/CYLD/ARL8B/CLTC/AGBL5/TBCCD1/SGF29/E4F1/CEP85/NUBP2/TUBG1/SAC3D1/TNKS/RACGAP1/GPSM2/KNTC1/CHAMP1/MAD2L1BP/TMEM201/FBXO5/ECT2/CDC7/ATAT1/CCSAP/KIF4A/TUBB/PRC1/HAUS8/CKAP2/BUB1B/CKAP2L/KIF20A/DLGAP5/CENPF/KIF11/KIF22/KIF15/SKA3/SPAG5/ESPL1/TTK/CCNB1/TACC3/MAD2L2/CDCA8/SGO1/POC1A/AUNIP/NEK2/SKA1/WDR62/CENPV/HASPIN/KIF2C/CDC20/PLK1/KIFC1/AURKB/KIF18B",76
"GO:0000940","CC","GO:0000940","outer kinetochore","10/1815","15/21842",3.11935192800038e-08,1.84325341200022e-06,1.73131494568442e-06,"NUF2/NDC80/BUB1B/CENPF/SKA3/SPC25/CCNB1/SKA1/SPC24/PLK1",10
"GO:0062023","CC","GO:0062023","collagen-containing extracellular matrix","71/1815","446/21842",7.84819031888682e-08,4.25110308939703e-06,3.99293893417049e-06,"PRG4/CILP/VIT/LUM/COL6A3/COL1A2/MFAP5/F13A1/THBS1/APOH/MFAP2/COL1A1/KAZALD1/FREM1/SERPINE1/PCOLCE/COL6A2/SFRP1/SERPINF1/CTHRC1/COL5A1/SULF1/SPON1/ANGPTL5/SLPI/WNT2/ADAMTS2/FBN1/SSC5D/GREM1/SBSPON/WNT2B/ENTPD2/LTBP1/COL21A1/COL6A1/ANGPT1/S100A4/LOXL1/RARRES2/SRPX2/GPC5/COL14A1/LOX/ANXA1/SDC2/EGFLAM/LTBP2/ECM2/FBLN5/LAMA2/ANXA4/TIMP1/USH2A/MATN2/GPC4/ANXA11/SPARC/SOST/ITIH1/NPPA/MATN1/COL9A1/ADAMTS3/F12/COL9A3/COCH/AHSG/GPC2/ACAN/MATN4",71
"GO:0000793","CC","GO:0000793","condensed chromosome","51/1815","283/21842",1.10953672048788e-07,5.54768360243942e-06,5.21077973994309e-06,"RSPH1/CHMP4C/HSPA2/SYCP2/ADD3/DYNLT3/UBE2I/MACROH2A1/SMARCD1/TUBG1/SUV39H1/SMARCB1/PSMC3IP/CENPO/KNTC1/CHAMP1/NCAPH2/CENPI/H2AX/BUB1/NUF2/NDC80/ZWINT/BUB1B/CENPA/HMGB2/CENPF/KIF22/KNL1/RAD51/FANCD2/SKA3/SPAG5/SPC25/NCAPG/HJURP/TTK/CCNB1/NCAPH/CENPM/SGO1/NEK2/SKA1/CENPV/CDT1/KIF2C/SPC24/CENPH/PLK1/BIRC5/AURKB",51
"GO:0098687","CC","GO:0098687","chromosomal region","68/1815","431/21842",2.07473459256032e-07,9.63269632260146e-06,9.04771476454874e-06,"NLRP2/CHMP4C/DYNLT3/TEP1/PURA/MACROH2A1/RBBP4/THOC6/SMARCD1/MCM3/ALYREF/KAT7/PPP2R1A/MCM4/KDM1A/SUV39H1/SMARCB1/TNKS/CENPO/KNTC1/FEN1/CHAMP1/ZBTB48/CENPI/H2AX/DNA2/MCM5/BUB1/NUF2/NDC80/ZWINT/OIP5/BUB1B/CENPA/POLD1/CENPF/KIF22/KNL1/RAD51/SKA3/RECQL4/SPAG5/SPC25/NCAPG/HJURP/TTK/CCNB1/CDCA5/ORC1/MCM7/CDCA8/EZH2/CENPM/SGO1/MCM2/NEK2/PIF1/SKA1/CENPV/CDT1/KIF2C/SPC24/CENPH/PLK1/BIRC5/AURKB/TERT/H2AC4",68
"GO:0036064","CC","GO:0036064","ciliary basal body","36/1815","174/21842",2.62275767132594e-07,1.13652832424124e-05,1.06750838552214e-05,"C11orf97/CIBAR2/GAS2L2/CCDC170/CFAP126/PIFO/CFAP100/EFHC2/CFAP206/KNCN/SAXO1/CFAP90/CCDC65/MLF1/FANK1/AGBL4/CCDC96/IQCD/CETN2/BBOF1/USH2A/AGBL2/RPGR/CCDC113/ODAD3/IFT56/LCA5/CYLD/ENTR1/TUBG1/CCSAP/CENPF/SPAG5/CENPJ/POC1A/CDC45",36
"GO:0005858","CC","GO:0005858","axonemal dynein complex","11/1815","22/21842",3.77188086232633e-07,1.53232660032007e-05,1.43927032904557e-05,"DNAI3/DNAI1/DRC1/DNAI7/DNAH3/DNAH12/DNAH5/DNAH7/CCDC65/DNAI4/DNAL1",11
"GO:0000779","CC","GO:0000779","condensed chromosome, centromeric region","36/1815","182/21842",8.24370452188173e-07,3.15200467013125e-05,2.96058738247146e-05,"CHMP4C/DYNLT3/SMARCD1/SMARCB1/CENPO/KNTC1/CHAMP1/CENPI/BUB1/NUF2/NDC80/ZWINT/BUB1B/CENPA/CENPF/KIF22/KNL1/SKA3/SPAG5/SPC25/NCAPG/HJURP/TTK/CCNB1/CENPM/SGO1/NEK2/SKA1/CENPV/CDT1/KIF2C/SPC24/CENPH/PLK1/BIRC5/AURKB",36
"GO:0005875","CC","GO:0005875","microtubule associated complex","33/1815","163/21842",1.35789484389423e-06,4.90350915850693e-05,4.60572520151258e-05,"DNAI3/DYNLT5/DYNLRB2/DNAI1/DNAH6/DRC1/DNAI7/DNAH3/DNAH12/DNAH5/DNAH7/CCDC65/DNAI4/KIF16B/MAP7/KIF13B/DYNLT3/DYNC2H1/DNAL1/KIF4A/HAUS8/MAP2/KIF20A/KIF11/KIF22/KIF15/CDCA8/KIF2C/BIRC5/KIFC1/DCX/AURKB/KIF18B",33
"GO:0000776","CC","GO:0000776","kinetochore","34/1815","171/21842",1.45611331445049e-06,4.98144028627798e-05,4.67892366970239e-05,"CHMP4C/DYNLT3/SMARCD1/SMARCB1/CENPO/KNTC1/CHAMP1/CENPI/BUB1/NUF2/NDC80/ZWINT/BUB1B/CENPF/KIF22/KNL1/SKA3/SPAG5/SPC25/HJURP/TTK/CCNB1/CENPM/SGO1/NEK2/SKA1/CENPV/CDT1/KIF2C/SPC24/CENPH/PLK1/BIRC5/AURKB",34
"GO:0120293","CC","GO:0120293","dynein axonemal particle","10/1815","21/21842",2.29818192851658e-06,7.46909126767888e-05,7.01550272915587e-05,"DNAI1/DNAAF3/ZMYND10/DNAI4/DNAAF11/SPAG1/NME9/DNAAF8/DNAAF4/WDR18",10
"GO:0071735","CC","GO:0071735","IgG immunoglobulin complex","7/1815","10/21842",2.59291728080395e-06,7.66089196601168e-05,7.19565561180044e-05,"IGHG3/IGHA1/IGKC/IGHG4/IGHG1/IGLC3/IGLC7",7
"GO:0071745","CC","GO:0071745","IgA immunoglobulin complex","7/1815","10/21842",2.59291728080395e-06,7.66089196601168e-05,7.19565561180044e-05,"IGHA1/IGHA2/IGKC/JCHAIN/IGKV3-20/IGLC3/IGLC7",7
"GO:0000775","CC","GO:0000775","chromosome, centromeric region","45/1815","267/21842",3.97715114104146e-06,0.000112397749638128,0.000105571975368606,"CHMP4C/DYNLT3/MACROH2A1/SMARCD1/KAT7/PPP2R1A/SUV39H1/SMARCB1/CENPO/KNTC1/CHAMP1/CENPI/BUB1/NUF2/NDC80/ZWINT/OIP5/BUB1B/CENPA/CENPF/KIF22/KNL1/SKA3/SPAG5/SPC25/NCAPG/HJURP/TTK/CCNB1/CDCA5/CDCA8/EZH2/CENPM/SGO1/NEK2/SKA1/CENPV/CDT1/KIF2C/SPC24/CENPH/PLK1/BIRC5/AURKB/H2AC4",45
"GO:0071162","CC","GO:0071162","CMG complex","7/1815","11/21842",6.61578361118559e-06,0.000179177472802943,0.00016829624975823,"MCM3/MCM4/MCM5/GINS2/MCM7/MCM2/CDC45",7
"GO:0030286","CC","GO:0030286","dynein complex","16/1815","56/21842",8.16298191261481e-06,0.000212237529727985,0.000199348610918593,"DNAI3/DYNLT5/DYNLRB2/DNAI1/DNAH6/DRC1/DNAI7/DNAH3/DNAH12/DNAH5/DNAH7/CCDC65/DNAI4/DYNLT3/DYNC2H1/DNAL1",16
